couponId,Hour,Minimum Clicks/Minute,Minimum Clicks Minute,Maximum C/Min,Maximum Clicks Minute,Mean C/min,Median C/min ,Sample Standard Deviation
2842021,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2570838,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2840122,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2777344,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2709390,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2719776,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2476984,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2588692,00,0,0,2,23,0.03333333333333333,0.0,0.2581988897471613
2850506,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2765489,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2786877,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2449314,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
2603423,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2174867,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2625952,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2512389,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
2850642,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
S137688,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2844897,00,0,0,1,7,0.05,0.0,0.21978417765108266
2607543,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2775986,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
S213886,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
S160298,00,0,0,1,8,0.03333333333333333,0.0,0.1810203347193924
2848964,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
462368,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
1936786,00,0,0,1,40,0.05,0.0,0.21978417765108274
2842583,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2823730,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2787597,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
S160205,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2576535,00,0,0,1,24,0.03333333333333333,0.0,0.18102033471939244
S138206,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
1386399,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
1704938,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2483586,00,0,0,1,31,0.05,0.0,0.2197841776510827
S174930,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2779065,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2846963,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
1190250,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2782090,00,0,1,2,0,0.05,0.0,0.28671133537149995
2706679,00,0,0,2,14,0.03333333333333333,0.0,0.2581988897471614
2617628,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
S162827,00,0,0,2,23,0.03333333333333333,0.0,0.2581988897471613
2610937,00,0,0,1,2,0.03333333333333333,0.0,0.1810203347193924
1918930,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2782665,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2836652,00,0,0,1,21,0.06666666666666667,0.0,0.25154887429323153
1623855,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2475340,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2737986,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
S160179,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
1768363,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2827970,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2823205,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
1817992,00,0,0,1,9,0.05,0.0,0.21978417765108266
S165777,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2801025,00,0,0,2,2,0.3,0.0,0.5304299503265155
2848839,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2747428,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2849484,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2842419,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2795055,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
2134120,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2738641,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2817722,00,0,0,1,15,0.03333333333333333,0.0,0.1810203347193924
2830064,00,0,0,2,41,0.05,0.0,0.28671133537149973
2842028,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2787302,00,0,0,1,5,0.05,0.0,0.21978417765108266
2615136,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
1319980,00,0,0,1,4,0.06666666666666667,0.0,0.2515488742932316
2570710,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
S162912,00,0,0,1,38,0.05,0.0,0.21978417765108274
1890127,00,0,0,1,40,0.016666666666666666,0.0,0.1290994448735806
S136793,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
S136448,00,0,0,1,18,0.06666666666666667,0.0,0.2515488742932316
2730449,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2775112,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
1638943,00,0,0,1,24,0.03333333333333333,0.0,0.18102033471939244
2749910,00,0,0,1,49,0.016666666666666666,0.0,0.12909944487358058
S146423,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2841691,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2794617,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2026205,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
1950497,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2612599,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
1811899,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2789819,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
1461685,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2751715,00,0,0,1,1,0.03333333333333333,0.0,0.18102033471939238
2566177,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2578066,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
1933665,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2811633,00,0,0,1,10,0.03333333333333333,0.0,0.1810203347193924
2834409,00,0,0,1,48,0.03333333333333333,0.0,0.1810203347193925
S142704,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2825611,00,0,0,3,20,0.11666666666666667,0.0,0.49030141772789965
2704640,00,0,0,2,57,0.03333333333333333,0.0,0.2581988897471611
1749818,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
787982,00,0,0,1,28,0.03333333333333333,0.0,0.18102033471939244
S139822,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2770509,00,0,0,1,35,0.03333333333333333,0.0,0.18102033471939247
2778432,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2805571,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2831513,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2638686,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2156134,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
1995067,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2710720,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
911898,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2688170,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2848951,00,0,0,2,42,0.03333333333333333,0.0,0.2581988897471612
945106,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2439306,00,0,0,2,44,0.05,0.0,0.2867113353714995
2835023,00,0,0,1,49,0.05,0.0,0.21978417765108277
2321706,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
1752481,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2742680,00,0,0,1,19,0.03333333333333333,0.0,0.1810203347193924
1699068,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2846986,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2839745,00,0,0,1,23,0.11666666666666667,0.0,0.32373177151309346
2028029,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2847676,00,0,2,5,30,1.3666666666666667,1.0,1.248275646800609
2120307,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
S136810,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2847045,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2474059,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2624934,00,0,0,1,43,0.016666666666666666,0.0,0.1290994448735806
2829024,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2768923,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2786251,00,0,0,1,4,0.05,0.0,0.21978417765108266
2634524,00,0,0,1,4,0.03333333333333333,0.0,0.1810203347193924
2779850,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
1611342,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2464934,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2845824,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
1934362,00,0,0,2,29,0.03333333333333333,0.0,0.25819888974716126
2681018,00,0,0,1,26,0.03333333333333333,0.0,0.18102033471939244
2720394,00,0,0,2,45,0.21666666666666667,0.0,0.4544196025054848
2849180,00,0,0,3,1,0.08333333333333333,0.0,0.4235310272854239
2795492,00,0,0,2,54,0.03333333333333333,0.0,0.25819888974716115
2043626,00,0,0,2,40,0.03333333333333333,0.0,0.2581988897471612
2053360,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
1480062,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2803504,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2846219,00,0,0,3,19,0.3,0.0,0.6189110173988074
2837255,00,0,1,1,0,0.05,0.0,0.21978417765108266
681546,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2625203,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
2746754,00,0,0,2,5,0.08333333333333333,0.0,0.3340388014946093
2826004,00,0,0,1,11,0.05,0.0,0.21978417765108266
2826121,00,0,0,2,37,0.38333333333333336,0.0,0.6131791749276648
2824104,00,0,0,1,10,0.03333333333333333,0.0,0.1810203347193924
2249824,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2787871,00,0,0,4,1,0.85,1.0,0.9711953145392794
2800843,00,0,0,2,56,0.11666666666666667,0.0,0.3724252474950529
S136357,00,0,0,1,10,0.03333333333333333,0.0,0.1810203347193924
2139156,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
2600655,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
S143067,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
S206795,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2835416,00,0,0,1,31,0.016666666666666666,0.0,0.12909944487358063
2491101,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2837902,00,0,1,1,0,0.08333333333333333,0.0,0.2787178067853024
2825219,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
S176966,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
2846766,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2605622,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
1760172,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
2478423,00,0,0,2,9,0.05,0.0,0.28671133537150006
2625314,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
S193260,00,0,0,2,31,0.03333333333333333,0.0,0.25819888974716126
2618287,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
2301101,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2837199,00,0,0,1,13,0.08333333333333333,0.0,0.2787178067853024
1130007,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2476406,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
2802728,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2836583,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2834445,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2765318,00,0,0,1,58,0.016666666666666666,0.0,0.12909944487358055
2846572,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
802447,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
2612631,00,0,0,1,29,0.016666666666666666,0.0,0.12909944487358063
S207877,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2849938,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2753902,00,0,0,2,17,0.08333333333333333,0.0,0.3814187016766492
S139357,00,0,0,1,7,0.03333333333333333,0.0,0.1810203347193924
1573434,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2826136,00,0,0,1,3,0.05,0.0,0.21978417765108266
2727357,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
S144558,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2326813,00,0,0,1,51,0.016666666666666666,0.0,0.12909944487358058
2777720,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2639066,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2851835,00,0,0,1,7,0.05,0.0,0.21978417765108266
1653841,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2731281,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2820207,00,0,0,1,46,0.03333333333333333,0.0,0.1810203347193925
2848705,00,0,0,1,12,0.06666666666666667,0.0,0.2515488742932315
1939691,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2620008,00,0,0,1,19,0.03333333333333333,0.0,0.1810203347193924
2819066,00,0,0,1,10,0.15,0.0,0.3600847357902755
2111511,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
773504,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
1071663,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
S277954,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
1836573,00,0,0,2,20,0.15,0.0,0.4443620450923369
2805652,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
2825890,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2743993,00,0,0,3,40,0.06666666666666667,0.0,0.40616714713579377
S167996,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
2800827,00,0,0,2,59,0.1,0.0,0.35415212665401175
427283,00,0,0,2,16,0.08333333333333333,0.0,0.3814187016766492
2808015,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2850435,00,0,0,1,20,0.03333333333333333,0.0,0.1810203347193924
2845720,00,0,0,1,40,0.05,0.0,0.21978417765108274
2834958,00,0,0,4,44,0.8166666666666667,0.5,1.016668982122028
2845029,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2779505,00,0,0,2,40,0.43333333333333335,0.0,0.5634839166238778
2305334,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
S141545,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2846210,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
S136744,00,0,0,1,50,0.03333333333333333,0.0,0.1810203347193925
2842199,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2784925,00,0,0,1,7,0.08333333333333333,0.0,0.2787178067853024
2840498,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2718888,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
S244208,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2518968,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
S163852,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2799908,00,0,0,1,5,0.08333333333333333,0.0,0.2787178067853024
2842377,00,0,0,1,8,0.03333333333333333,0.0,0.1810203347193924
2737111,00,0,0,1,17,0.05,0.0,0.21978417765108269
2827016,00,0,0,2,39,0.03333333333333333,0.0,0.2581988897471612
2848735,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
S140506,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2696959,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2736653,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2383862,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2655228,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2281363,00,0,0,1,24,0.03333333333333333,0.0,0.18102033471939244
2850651,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2746528,00,0,0,1,14,0.08333333333333333,0.0,0.27871780678530234
2508335,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
1000570,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
S136688,00,0,0,1,1,0.08333333333333333,0.0,0.2787178067853024
1389524,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
2846559,00,0,0,1,16,0.05,0.0,0.21978417765108269
1625607,00,0,0,1,32,0.016666666666666666,0.0,0.12909944487358063
2507635,00,0,0,1,27,0.03333333333333333,0.0,0.18102033471939244
2609556,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2816187,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
S145311,00,0,0,1,47,0.016666666666666666,0.0,0.1290994448735806
2733674,00,0,0,1,18,0.016666666666666666,0.0,0.12909944487358066
2777975,00,0,0,1,28,0.016666666666666666,0.0,0.12909944487358063
2834721,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2794567,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2731675,00,0,0,1,38,0.016666666666666666,0.0,0.1290994448735806
2839071,00,0,0,1,7,0.05,0.0,0.21978417765108266
S144614,00,0,0,1,2,0.016666666666666666,0.0,0.12909944487358072
S189721,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
998803,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2846721,00,0,0,1,12,0.016666666666666666,0.0,0.1290994448735807
2307686,00,0,0,1,13,0.03333333333333333,0.0,0.1810203347193924
S156418,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2720190,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
906146,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
2747510,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
S259163,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2082047,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
2778204,00,0,0,1,17,0.016666666666666666,0.0,0.12909944487358066
1305393,00,0,0,2,1,0.03333333333333333,0.0,0.25819888974716143
S141617,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2829777,00,0,0,1,4,0.05,0.0,0.21978417765108266
2849248,00,0,0,1,9,0.1,0.0,0.3025316904537662
1939127,00,0,0,1,48,0.016666666666666666,0.0,0.12909944487358058
S136383,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2820166,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
1682172,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
1183192,00,0,0,3,29,0.05,0.0,0.38729833462074137
2751967,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
846158,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
1187149,00,0,0,2,35,0.03333333333333333,0.0,0.25819888974716126
S208038,00,0,1,1,0,0.03333333333333333,0.0,0.18102033471939238
2771532,00,0,0,1,52,0.016666666666666666,0.0,0.12909944487358058
2664452,00,0,0,1,46,0.016666666666666666,0.0,0.1290994448735806
2830469,00,0,0,1,10,0.06666666666666667,0.0,0.25154887429323164
2825752,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2835332,00,0,0,1,6,0.016666666666666666,0.0,0.12909944487358072
2457378,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2696675,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
2788570,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
2847077,00,0,0,2,44,0.03333333333333333,0.0,0.2581988897471612
2789068,00,0,0,1,23,0.016666666666666666,0.0,0.12909944487358066
1532330,00,0,0,1,27,0.016666666666666666,0.0,0.12909944487358063
2841396,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2847890,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
414785,00,0,0,1,29,0.05,0.0,0.2197841776510827
2535221,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
2692453,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
552497,00,0,0,1,1,0.016666666666666666,0.0,0.12909944487358072
2736972,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
2844595,00,0,0,1,28,0.03333333333333333,0.0,0.18102033471939244
2828918,00,0,0,2,39,0.06666666666666667,0.0,0.31172927556284763
2789907,00,0,0,1,33,0.016666666666666666,0.0,0.12909944487358063
2459090,00,0,0,1,14,0.016666666666666666,0.0,0.1290994448735807
S154948,00,0,1,1,0,0.016666666666666666,0.0,0.12909944487358072
2543661,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
2725561,00,0,0,3,45,0.06666666666666667,0.0,0.40616714713579377
2500704,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2845261,00,0,3,4,10,1.2,1.0,1.086122008316355
2678138,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2783000,00,0,0,1,2,0.05,0.0,0.21978417765108266
2560287,00,0,0,2,17,0.06666666666666667,0.0,0.3117292755628475
2764965,00,0,0,2,28,0.03333333333333333,0.0,0.25819888974716126
2849860,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2821778,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2716897,00,0,0,1,23,0.08333333333333333,0.0,0.2787178067853023
2797939,00,0,0,1,11,0.08333333333333333,0.0,0.2787178067853024
2600298,00,0,0,1,5,0.016666666666666666,0.0,0.12909944487358072
S161282,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2841548,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
2102764,00,0,0,1,22,0.016666666666666666,0.0,0.12909944487358066
2484468,00,0,0,1,50,0.03333333333333333,0.0,0.1810203347193925
S165599,00,0,0,1,8,0.016666666666666666,0.0,0.12909944487358072
2379958,00,0,0,1,17,0.05,0.0,0.21978417765108269
2595529,00,0,0,1,55,0.016666666666666666,0.0,0.12909944487358055
2752495,00,0,0,1,23,0.03333333333333333,0.0,0.18102033471939244
S137992,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2765837,00,0,0,1,25,0.016666666666666666,0.0,0.12909944487358066
2127516,00,0,0,2,14,0.03333333333333333,0.0,0.2581988897471614
2847725,00,0,0,1,20,0.016666666666666666,0.0,0.12909944487358066
2737075,00,0,0,1,28,0.03333333333333333,0.0,0.18102033471939244
1879669,00,0,0,1,42,0.016666666666666666,0.0,0.1290994448735806
2847016,00,0,0,1,13,0.03333333333333333,0.0,0.1810203347193924
1717556,00,0,0,1,4,0.08333333333333333,0.0,0.27871780678530245
2819588,00,0,0,2,3,0.05,0.0,0.2867113353714995
2756471,00,0,0,1,44,0.016666666666666666,0.0,0.1290994448735806
2368582,00,0,0,1,57,0.016666666666666666,0.0,0.12909944487358055
2617578,00,0,0,1,17,0.05,0.0,0.21978417765108269
2478173,00,0,0,1,56,0.016666666666666666,0.0,0.12909944487358055
2031708,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2752524,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2827939,00,0,0,4,2,0.7333333333333333,1.0,0.9719222028339414
2834720,00,0,0,1,21,0.016666666666666666,0.0,0.12909944487358066
2694530,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
1766403,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2003710,00,0,0,1,34,0.016666666666666666,0.0,0.12909944487358063
2717788,00,0,0,2,56,0.03333333333333333,0.0,0.2581988897471611
S141924,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
S148772,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2646137,00,0,0,1,35,0.016666666666666666,0.0,0.12909944487358063
S164371,00,0,0,1,2,0.06666666666666667,0.0,0.25154887429323153
904239,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
S170395,00,0,0,1,16,0.016666666666666666,0.0,0.1290994448735807
2668257,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
1257243,00,0,0,1,24,0.016666666666666666,0.0,0.12909944487358066
S149656,00,0,0,1,46,0.03333333333333333,0.0,0.1810203347193925
2746438,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2829322,00,0,0,1,3,0.05,0.0,0.21978417765108266
1456603,00,0,0,1,16,0.03333333333333333,0.0,0.1810203347193924
427391,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
S146699,00,0,0,1,7,0.016666666666666666,0.0,0.12909944487358072
2730564,00,0,0,1,3,0.016666666666666666,0.0,0.12909944487358072
2830109,00,0,0,1,13,0.016666666666666666,0.0,0.1290994448735807
2767682,00,0,0,1,54,0.016666666666666666,0.0,0.12909944487358058
844736,00,0,0,1,50,0.016666666666666666,0.0,0.12909944487358058
354240,00,0,0,2,46,0.13333333333333333,0.0,0.3891175007353576
S139291,00,0,0,1,35,0.03333333333333333,0.0,0.18102033471939247
2845219,00,0,0,1,9,0.016666666666666666,0.0,0.1290994448735807
2617586,00,0,0,1,59,0.016666666666666666,0.0,0.12909944487358055
2262759,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
2846968,00,0,1,2,0,0.1,0.0,0.3541521266540117
2119540,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2438584,00,0,0,1,58,0.03333333333333333,0.0,0.18102033471939252
2465368,00,0,0,1,53,0.016666666666666666,0.0,0.12909944487358058
2842623,00,0,0,1,26,0.016666666666666666,0.0,0.12909944487358066
2501130,00,0,0,1,10,0.016666666666666666,0.0,0.1290994448735807
2618906,00,0,0,1,19,0.016666666666666666,0.0,0.12909944487358066
S188593,00,0,0,1,37,0.016666666666666666,0.0,0.12909944487358063
2777512,00,0,0,1,39,0.016666666666666666,0.0,0.1290994448735806
2803087,00,0,0,1,11,0.016666666666666666,0.0,0.1290994448735807
2845129,00,0,0,1,36,0.016666666666666666,0.0,0.12909944487358063
2799182,00,0,0,1,19,0.03333333333333333,0.0,0.1810203347193924
2729620,00,0,0,1,41,0.016666666666666666,0.0,0.1290994448735806
2841574,00,0,0,1,45,0.016666666666666666,0.0,0.1290994448735806
2801148,00,0,0,1,30,0.016666666666666666,0.0,0.12909944487358063
2620401,00,0,0,1,4,0.016666666666666666,0.0,0.12909944487358072
2780549,00,0,1,1,0,0.05,0.0,0.21978417765108266
2747359,00,0,0,1,41,0.03333333333333333,0.0,0.18102033471939247
S182387,00,0,0,1,15,0.016666666666666666,0.0,0.1290994448735807
2841839,00,0,0,1,1,0.05,0.0,0.21978417765108266
